id,name,street_address,postal_code,latitude,longitude,city_id,stars,review_count,is_open
aagrillxxxxx261688801011,A1A Grill, 3330 NE 33rd St,33308,26.1688825,-80.1011759,10,5.0,7,1
abacoagolfcl268885801199,Abacoa Golf Club, 105 Barbados Dr,33458,26.8885231,-80.1199148,62,4.4,104,1
abacusbusine284586814547,Abacus Business Solutions, 7091 Grand National Dr #104,32819,28.4586873,-81.4547683,4,1.0,1,1
abbaletelavi257688801366,Abbalé Telavivian Kitchen, 864 Commerce St,33139,25.7688647,-80.1366033,45,4.4,73,1
abbesdonutsh270467822499,Abbe's Donut Shop, 13625 Tamiami Trail,34287,27.0467394,-82.2499148,34,4.7,18,1
abbottstatio282351821827,Abbott Station, 5327 Gall Blvd,33542,28.2351366,-82.1827717,201,3.9,8,1
abclobsterco260759802112,ABC Lobster Company, 3711 SW 47th Ave,33314,26.0759493,-80.2112599,25,4.7,26,1
abcpizzahous278767823264,ABC Pizza House, 7210 US-301,33578,27.8767149,-82.3264097,26,4.2,17,1
abcrestauran257876801939,ABC Restaurant Supplies, 1345 N Miami Ave,33136,25.7876963,-80.1939465,2,4.2,28,1
abestricount260060801484,Abe's Tri County Restaurant Equipment & Repairs, 621 S 21st Ave,33020,26.0060356,-80.1484843,12,4.8,15,1
abitofsaigon302854814887,A Bit of Saigon, 3503 Kernan Blvd S,32224,30.2854333,-81.4887056,1,4.6,148,1
abosarasotax273355825397,ABO Sarasota, 1534 State St,34236,27.3355378,-82.5397937,70,3.9,48,1
abovethewave261179801047,Above The Wave, 409 S Fort Lauderdale Beach Blvd,33316,26.1179801,-80.1047979,10,4.3,15,1
abranchoflea287025813461,A Branch of Leaves and Roots, 460 N Ronald Reagan Blvd STE 106,32750,28.7025893,-81.3461094,239,4.9,28,1
abrazoxxxxxx303365861656,Abrazo, 80 E County Hwy 30A,32459,30.3365037,-86.1656356,270,4.8,38,1
absofruitlyx284151812401,Absofruitly, 10473 Moss Park Rd,32832,28.4151699,-81.2401375,4,4.5,28,1
absolutelyou260330801562,absolutely outrageousgyros and phillies, 2402 Sheridan St,33020,26.0330911,-80.1562416,12,3.1,15,1
absolutethai304902864946,Absolute Thai Cafe (Valparaiso), 481 S John Sims Pkwy ste f,32580,30.4902597,-86.4946586,479,4.4,78,1
aburgerandwh302911813917,A Burger And Whiskey Bar,nan,32250,30.2911474,-81.3917854,186,4.4,25,1
acapulcocafe274930817964,Acapulco Cafe, 3410 US-17,33890,27.4930762,-81.7964678,702,4.1,73,1
acapulcomexi298957813114,Acapulco Mexican Restaurant, 12 Avenida Menendez,32084,29.8957537,-81.3114722,253,3.4,25,1
acesneightsx280328824281,Aces N Eights, 2806 E Busch Blvd,33612,28.0328216,-82.4281311,3,4.7,48,1
acgriffinand306343817557,A C Griffin and Son Inc, 56340 Griffin Rd,32011,30.6343754,-81.755775,693,4.9,8,1
achsahsjamai261658802236,Achsah's Jamaican Restaurant, 5517 W Oakland Park Blvd,33313,26.165817,-80.223641,48,3.7,89,1
ackeesaltfis276772804080,ackee & saltfish yardi style caribbean food, US-1,32967,27.6772333,-80.4080442,231,5.0,3,1
ackeetreejam261663801715,Ackee Tree Jamaican Restaurant, 2121 W Oakland Park Blvd,33311,26.1663754,-80.1715732,92,4.0,75,1
ackermansnei261087817700,Ackerman's neighborhood Eatery, 2802 Thomasson Dr,34112,26.1087082,-81.7700306,211,4.7,3,1
acmeicehouse302816860197,Acme Ice House, 10343 E County Hwy 30A,32413,30.2816667,-86.0197222,214,3.3,48,1
aconchegobar262313801020,Aconchego Bar & Grill, 7 SE 22nd Ave,33062,26.2313304,-80.1020046,23,4.2,48,1
acoresdistri295486812118,Acores Distributing Co, 6 Commercial Ct,32137,29.5486264,-81.211837,27,4.9,38,1
acostasalesa302562815991,Acosta Sales and Marketing Company, 6600 Corporate Center Pkwy,32216,30.2562828,-81.599121,1,3.2,24,1
acquapazzari248250808153,Acquapazza Ristorante, 68450 Overseas Hwy,33001,24.825081,-80.815348,913,4.3,33,1
acskybarxxxx285387813811,AC Sky Bar, 333 S Garland Ave Floor 18,32801,28.5387064,-81.3811627,4,4.3,88,1
activateacai284044814570,ActivAte Acai Bowls & Smoothie Café, 11062 International Dr #140,32821,28.4044219,-81.4570208,4,4.6,68,1
adaptfreshne282504827249,Adapt Freshness, 5413 Main St,34652,28.2504543,-82.7249707,228,4.9,55,1
adbuffalosxx304366842539,A & D Buffalo's, 1500 Apalachee Pkwy,32301,30.436689,-84.253935,9,3.6,18,1
addiktxxxxxx257686801887,ADDIKT, 485 Brickell Ave,33131,25.7686625,-80.188727,2,3.9,44,1
addiswonduxx304121843031,Addis Wondu, 1143 W Orange Ave,32310,30.412183,-84.303105,9,4.0,35,1
adelaskitche283049814489,Adelas' Kitchen, 4149 W Vine St,34741,28.304957,-81.44891,43,4.8,88,1
admiraldales272145807953,Admiral Dales, 3201 SE 33rd Terrace # 33,34974,27.2145668,-80.7953542,448,3.9,18,1
adprivatebar258004801870,AD Private Bartending, 455 NE 24th St Apt 729,33137,25.8004538,-80.1870052,2,4.9,24,1
adrianoscafe279161827585,Adriano's Cafe, 2745 E Bay Dr,33771,27.9161758,-82.7585907,40,4.5,48,1
adriaticcafe279418827445,Adriatic Cafe, 2241 Nursery Rd,33764,27.9418917,-82.7445908,21,4.2,27,1
adryanaslati280163821228,Adryanas Latin American & Italian fusion, 115 E Reynolds St ave,33563,28.0163727,-82.1228016,104,5.0,8,1
adventelrest284985813955,Adventel Restaurant And Bakery, 4563 S Orange Blossom Trl #1,32839,28.498535,-81.395571,4,4.6,25,1
adventistcom265641819452,Adventist Community Services, 1509 SE 47th Terrace,33904,26.564108,-81.945253,7,4.7,33,1
aecaribbeanc264727800976,A&E Caribbean Cafe, 2200 Lake Ida Rd,33445,26.472758,-80.0976024,54,4.1,98,1
aegeanexpres304109867566,Aegean Express, 2351 US-98 w,32569,30.4109548,-86.7566109,530,4.8,45,1
aerojuicexxx260115802506,AeroJuice, 156 N University Dr,33024,26.0115503,-80.2506187,11,3.7,53,1
aerojuicexxx263136800850,AeroJuice, 337 SE 15th Terrace,33441,26.313655,-80.085067,35,4.0,178,1
aerojuicexxx263394800866,AeroJuice, 1179 S Federal Hwy,33432,26.3394108,-80.0866292,28,4.1,58,1
afcfranchise257909801297,AFC Franchise Sushi Bar, 1669 Collins Ave,33139,25.7909153,-80.1297373,45,4.4,14,1
afcliquorlou281044819723,AFC Liquor & Lounge, 4933 US-98,33809,28.104421,-81.9723794,19,4.0,48,1
affordableca280406825096,Affordable Catering, 4108 Gunn Hwy,33618,28.040695,-82.509692,3,4.6,108,1
africancuisi280337824683,African Cuisine, 901 W Busch Blvd suite b,33612,28.033745,-82.468311,3,4.6,28,1
africanuniqu297000823694,African Unique - International Marketplace, 5001 NW 34th Blvd,32605,29.7000674,-82.3694717,13,4.8,14,1
afterbodymea291752810260,After Body Meals, 933 Beville Rd Unit 101E,32119,29.17525,-81.02609,276,4.9,105,1
agapibistrog304267871784,Agapi Bistro + Garden, 555 Scenic Hwy,32503,30.4267815,-87.1784724,75,4.4,17,1
agaveazulmex303898863257,Agave Azul Mexican Cuisine, 111 Cannery Ln,32550,30.3898753,-86.3257844,367,2.9,68,1
agavemexican307116849172,Agave Mexican Grill, 8110 US-90,32460,30.7116052,-84.9172704,699,4.3,68,1
agavetacobar260902802502,Agave Taco Bar - Davie East, 7750 Nova Dr a2,33324,26.0902778,-80.2502778,25,4.4,78,1
agaveveganba260637802611,Agave Vegan Bakery, 8620 Griffin Rd,33328,26.0637813,-80.2611354,127,4.6,38,1
agavexxxxxxx258131803547,Agave, 9739 NW 41st St,33178,25.8131142,-80.3547512,46,3.4,46,1
agoldentaste292132810301,A Golden Taste Of Jamaican Food & Treats, 560 Dr Mary McLeod Bethune Blvd,32114,29.2132194,-81.0301995,38,4.5,6,1
aguamarinase259020802109,Agua Marina Seafood Peruvian Restaurant, 13995 NW 7th Ave,33168,25.9020364,-80.2109985,66,5.0,1,1
aguarojamiam257471803389,Agua Roja Miami, 8872 SW 24th St #2008,33165,25.7471313,-80.3389351,2,4.4,45,1
aguyandadeli258022801911,A Guy and a Deli, 2634 NE 2nd Ave,33137,25.8022469,-80.1911898,2,4.9,34,1
ahaduethiopi302782817549,Ahadu Ethiopian Restaurant, 2151 Lane Ave S #206,32210,30.2782228,-81.7549367,1,4.7,88,1
ahisushibarx257659802200,AHI SUSHI BAR, 1527 SW 8th St,33135,25.7659677,-80.2200458,2,4.5,68,1
ahisushixxxx272678825007,Ahi sushi, 3440 Clark Rd,34231,27.2678457,-82.5007726,70,4.2,38,1
ahmedindiang285572812079,Ahmed Indian Grill & Restaurant, 688 N Alafaya Trail Ste #108,32828,28.5572061,-81.2079025,4,4.3,58,1
airportdiner258085802714,Airport Diner, 4545 NW 36th St,33166,25.8085357,-80.2714551,287,4.6,18,1
airporthange287870812228,Airport Hanger Bar, 3730 FL-46,32771,28.78703,-81.2228718,57,4.6,127,1
aizasalonatm284942814290,Aiza Salon at Millenia, 4692 Millenia Plaza Way,32839,28.4942995,-81.4290899,4,4.4,97,1
ajafoodtruck257336803044,Aja Food Truck (Bird Road), 6795 SW 40th St,33155,25.733689,-80.3044879,2,4.5,24,1
ajafoodtruck258021801926,AJA FOOD TRUCK, 120 NE 27th St,33137,25.80214,-80.19265,2,4.0,18,1
ajdelunascaf245518818022,AJ DE LUNAS cafe, 316 Petronia St,33040,24.551824,-81.802202,171,4.5,58,1
ajdistributi278344826864,A & J Distributing Corporation, 3880 69th Ave,33781,27.834434,-82.6864329,76,5.0,2,1
ajiacosresta259860801617,Ajiacos Restaurant, 952 W Hallandale Beach Blvd,33009,25.9860805,-80.1617783,100,4.1,196,1
ajicarbonsun259296801230,Aji Carbon Sunny Isles, 152 Sunny Isles Blvd #13,33160,25.9296729,-80.1230381,194,4.1,68,1
ajicevichexx257688803331,Aji Ceviche, 8410 W Flagler St #106,33144,25.7688077,-80.3331635,2,4.4,26,1
ajilimonperu261891816877,Aji Limon Peruvian Kitchen Naples, 11985 Collier Blvd,34116,26.189131,-81.6877126,211,4.4,378,1
ajskitchenco299601815194,AJ's Kitchen & Cocktails, 1 King and Bear Dr,32092,29.960168,-81.5194613,253,4.1,13,1
ajspizzasubs268084800727,AJ's Pizza & Subs, 797 Northlake Blvd,33408,26.8084478,-80.0727112,292,4.1,28,1
ajsportsbarx304495843113,AJ Sports Bar, 1800 W Tennessee St,32304,30.44952,-84.311357,9,3.7,6,1
akarisushixx305346872754,Akari Sushi, 40 W 9 Mile Rd unit 3,32534,30.5346566,-87.2754309,75,4.6,28,1
akashijapane257272802433,Akashi Japanese Restaurant, 3444 Main Hwy,33133,25.7272974,-80.2433119,2,3.8,66,1
akelsdelixxx303207816718,Akel's Deli, 245 Riverside Ave # 195,32202,30.3207168,-81.671875,1,4.7,44,1
akinporterpr280122821364,Akin & Porter Produce, 1400 W Dr Martin Luther King Jr Blvd,33563,28.0122355,-82.1364059,104,5.0,4,1
akiyohibachi268843801052,Akiyo Hibachi Japanese Restaurant, 5430 Military Trail STE 70,33458,26.8843898,-80.1052366,62,5.0,18,1
aklanbuffeta257745801890,Aklan Buffet and Sushi, 255 E Flagler St #70,33131,25.7745358,-80.1890326,2,4.9,45,1
alabamajoesf265265801866,Alabama Joe's Front Row Sports Theater and Grille, 8794 W Boynton Beach Blvd #101,33472,26.526568,-80.186645,44,3.6,28,1
alabartolaxx257615803274,A La Bartola, 8150 SW 8th St #121,33144,25.7615921,-80.3274623,2,4.6,27,1
alacartedeli258074801909,Alacarte Delivery, 3221 NE 2nd Ave,33137,25.8074109,-80.1909432,2,3.8,17,1
alacartexxxx302901813930,A La Carte, 331 1st Ave N,32250,30.290111,-81.393002,186,4.2,8,1
alacatimedit259868801338,Alacati Mediterranean Restaurant, 1403 Hallandale Beach Blvd,33009,25.9868245,-80.1338349,100,4.6,88,1
alachuasport297923824950,Alachua Sports Pub, 14003 NW 150th Ave,32615,29.792349,-82.495077,331,4.7,158,1
alacksreculi273471825235,Alack (SRE) Culinary Equipment & Supplies, 1126 N Lime Ave,34237,27.3471168,-82.523548,70,4.8,8,1
aladdinmedit280452827377,ALADDIN MEDITERANEAN GROCERY, 30047 US-19,33761,28.0452988,-82.7377481,21,4.7,78,1
aladinsgrill279643824344,Aladin's Grill, 2309 N 22nd St,33605,27.9643082,-82.4344811,3,4.8,78,1
alamomexican282540806838,Alamo Mexican Kitchen, 5885 US-1,32955,28.2540817,-80.6838837,143,4.1,146,1
alaskaicecor258434802871,Alaska Ice Corp., 240 W 24th St,33010,25.8434482,-80.2871315,8,5.0,8,1
albacioflori286014813513,Al Bacio Florida, 505 N Park Ave,32789,28.6014426,-81.3513653,142,4.5,128,1
albarakagrou258485803164,Al Baraka Group, 8232 NW South River Dr,33166,25.8485396,-80.3164083,772,5.0,3,1
alcarbonsabo261535817402,Al Carbon Sabor Latino, 6002 Radio Rd,34104,26.1535476,-81.7402106,211,3.6,109,1
alchemyartlo281552827575,Alchemy Art Lounge, 25 Dodecanese Blvd,34689,28.155252,-82.757541,164,4.9,7,1
alchemyjuice267135800564,Alchemy Juice Co & Market, 527 Clematis St,33401,26.7135587,-80.0564619,18,4.9,28,1
aldaysbbqxxx272697824917,Alday's BBQ, 3877 Clark Rd,34233,27.2697519,-82.4917568,70,4.4,93,1
aldaysbbqxxx274935824913,Alday's BBQ, 5530 FL-64,34208,27.4935174,-82.4913714,72,4.2,45,1
aldersgateun278580827629,Aldersgate United Methodist Church, 9530 Starkey Rd,33777,27.8580854,-82.7629882,217,4.6,88,1
alegrianicax257714802213,Alegria Nica, 140 SW 16th Ave,33135,25.7714696,-80.2213945,2,4.3,28,1
alehousedora258040803368,Ale house doral, 3271 NW 87th Ave,33172,25.8040078,-80.3368196,46,4.7,6,1
alehousemana269374800948,Ale House Management, 114 Venus St,33458,26.9374646,-80.0948801,62,4.3,3,1
alexandergre258890801562,Alexander Greek Taverna, 2114 NE 123rd St,33181,25.8890611,-80.1562215,66,4.5,35,1
alexsandrasc261902800994,Alexsandra's Caribbean Restaurant, 235 Commercial Blvd,33308,26.190229,-80.099492,432,4.4,86,1
alexssouther280818825392,Alex's Southern Style BBQ, 5362 W Village Dr,33625,28.0818715,-82.5392313,3,4.3,35,1
alfagammasea258446803115,Alfa Gamma Seafood Group, 7850 NW South River Dr,33166,25.8446982,-80.3115823,772,4.1,14,1
alfredosital279364822707,Alfredo's Italian Cuisine, 905 E Brandon Blvd,33511,27.9364112,-82.2707237,22,4.3,34,1
alfredospara283838807042,Alfredo's Paradiso, 217 Crockett Blvd,32953,28.3838258,-80.7042176,126,4.5,336,1
alfredosrest265984818426,Alfredo's Restaurant, 3441 Colonial Blvd,33966,26.5984401,-81.8426072,30,5.0,8,1
alhambrarest256555804149,Alhambra Restaurant, 13550 SW 120th St #408,33186,25.6555538,-80.414997,2,3.4,5,1
alhambrastat257523802601,Alhambra Station Cafe, 255 Alhambra Cir #170,33134,25.7523558,-80.2601208,86,4.6,34,1
alibabagrill302230815926,Ali Baba Grille and Hookah Lounge, 8725 Old Kings Rd S,32217,30.2230116,-81.592648,1,4.3,33,1
alibabahooka283461814881,Ali Baba Hookah Lounge And Smoke Shop, 3490 Polynesian Isle Blvd,34746,28.3461041,-81.4881701,43,3.8,128,1
alibigentlem279963824369,Alibi Gentlemen's Club,nan,33610,27.9963553,-82.4369236,3,4.3,38,1
alibisxxxxxx272175808322,Alibi's, 2850 SW 3rd Terrace,34974,27.2175,-80.8322222,448,4.5,87,1
alibisxxxxxx304538872497,Alibis, 3701 Andrew Ave,32505,30.453883,-87.24973,75,4.1,98,1
alicesdampla291763818378,Alices Dam Place @ Mill Dam Lake Resort, 18973 east st rd 40,34488,29.1763591,-81.8378753,623,4.6,74,1
alicesxxxxxx264922818272,Alice's, 7600 Alico Rd,33912,26.4922407,-81.8272766,30,4.2,5,1
alidoroxxxxx257992801946,Alidoro, 2319 N Miami Ave,33127,25.799271,-80.194605,2,1.0,1,1
alimentarigo276942803714,Alimentari Gourmet Market, 6220 Florida A1A,32963,27.6942013,-80.3714427,231,4.4,15,1
alinacafexxx278603827278,Alina Cafe, 9721 66th St N,33782,27.8603909,-82.7278868,76,4.8,93,1
alisdoublesb285528814449,Ali's Doubles Bake & Roti Shack, 4897 W Colonial Dr,32808,28.5528115,-81.4449901,4,4.5,38,1
alisfishmark303719816878,Ali's Fish Market, 1809 W 45th St,32209,30.3719601,-81.6878449,1,4.4,28,1
alittlebiteo266444818291,A Little Bite Of Maine, 4135 Dr Martin Luther King Jr Blvd,33916,26.64445,-81.8291216,30,4.4,16,1
aliveculinar280443819564,Alive Culinary Coaching, 122 E Main St Suite 229,33801,28.0443182,-81.9564554,19,5.0,1,1
alizalicelia258953801821,Alizalicelia Restaurant, 13033 W Dixie Hwy,33161,25.8953715,-80.1821421,66,5.0,8,1
allaboutbage265903819421,All About Bagels & More, 3310 Del Prado Blvd S,33904,26.5903383,-81.9421328,7,4.5,68,1
allaboutcrab258026801888,All About Crab, 2699 Biscayne Blvd #2,33137,25.8026858,-80.1888684,2,3.7,207,1
allaboutempa261227803603,All About Empanadas, 15956 W State Rd 84,33326,26.122706,-80.3603187,31,4.7,48,1
allaboutfood261126801058,All About Food, 801 Seabreeze Blvd,33316,26.1126332,-80.1058753,10,3.1,8,1
allamericanc283308826519,All American Cheesesteaks and Subs, 9837 State Rd 52,34669,28.3308879,-82.6519945,327,4.6,108,1
allamericang264371817759,All American Grill, 10801 Corkscrew Rd,33928,26.4371796,-81.7759528,114,3.7,7,1
allegriarist260105801475,Allegria Ristorante, 2009 Harrison St,33020,26.0105775,-80.1475396,12,4.6,118,1
allensdinerx274573803283,Allens Diner, 901 US-1,34950,27.4573602,-80.3283052,82,5.0,2,1
alleycatbara260105801437,Alley Cat Bar and Grill, 1820 S Young Cir,33020,26.0105881,-80.1437981,12,3.0,2,1
alleycatseaf306709814625,"Alley Cat Seafood, Beer House & Wine Boutique", 316 Centre St,32034,30.6709845,-81.4625086,281,3.7,28,1
allfaithsfoo273473824019,All Faiths Food Bank, 8171 Blaikie Ct,34240,27.347335,-82.401951,70,4.8,53,1
allflavorsfa283684816836,All Flavors Fast Food LLC,nan,34714,28.368444,-81.6836383,85,2.0,3,1
alliedsmrbar256503803336,"Allied's Mr. Barstool, LLC", 8549 SW 129th Terrace,33156,25.6503853,-80.3336008,2,4.3,8,1
alliedtrucki279938823942,Allied Trucking of Central Florida, 5118 N 56th St # 123,33610,27.9938282,-82.3942951,3,2.5,2,1
alligatorall261654801358,ALLIGATOR ALLEY Native Florida Sub Pub & Tap Room, 830 E Oakland Park Blvd STE 101,33334,26.1654695,-80.1358468,92,4.4,30,1
alligatorall262324802042,Alligator Alley Native Florida Beer Garden, 238 FL-7,33063,26.232417,-80.2042819,67,4.8,6,1
alligatorbar258066801237,Alligator Bar at RIU, 3101 Collins Ave,33140,25.8066461,-80.1237712,45,3.0,1,1
alligatorpoi299037844171,Alligator Point Tiki Hut, 1648 Alligator Dr,32346,29.9037651,-84.4171537,771,3.0,4,1
alligatorsre265983818404,Alli-Gators Restaurant, 4451 Veronica S Shoemaker Blvd,33916,26.5983283,-81.8404315,30,3.7,3,1
allinbbqxxxx281822818222,All In BBQ, 205 Broadway Blvd SE,33868,28.1822,-81.822209,596,4.4,64,1
alloverimpor258401801977,All Over Import & Export Inc, 71 NW 71st St,33150,25.8401269,-80.197789,2,5.0,8,1
allpointsfoo284192814018,AllPoints Foodservice Parts & Supplies, 9550 Satellite Blvd Unit 145,32837,28.4192102,-81.4018826,4,5.0,5,1
allsaucedupb303724816511,All Sauced Up BBQ and Grill, 5325 N Main St,32208,30.3724213,-81.6511061,1,3.7,28,1
allseasfishe258118803172,All Seas Fisheries, 7405 NW 41st St,33166,25.8118667,-80.3172378,2,4.6,14,1
allspicejama261363801541,All Spice Jamaican Restaurant, 908 W Sunrise Blvd,33311,26.1363166,-80.1541603,10,4.8,56,1
allstarevent259061802969,All Star Events, 14475 NW 60th Ave Building 33,33014,25.9061934,-80.2969786,137,4.0,25,1
allstargrill281265816413,All Star Grill, 94 Maxcy Plaza Cir,33844,28.126586,-81.6414,116,3.7,106,1
allstarpizza262725801628,All Star Pizza, 2900 W Sample Rd,33073,26.2725521,-80.1628459,23,4.1,45,1
allstarpizza263290802530,All Star Pizza - Parkland (West), 7965 N University Dr,33076,26.3290881,-80.2530158,113,3.8,65,1
alluregentle282208827358,Allure Gentlemans Club, 4233 US-19,34652,28.2208357,-82.7358971,562,2.5,36,1
allyscomfort261929802730,Ally’s comfort cafe, 9210 W Commercial Blvd,33351,26.1929936,-80.2730459,31,4.8,108,1
almabynancyc279658825210,ALMA BY NANCY CABRERA, 2223 N Westshore Blvd,33607,27.9658605,-82.5210246,3,3.7,73,1
almafoodtruc302143815797,Alma Food Truck, 8335 Freedom Crossing Trail,32256,30.214306,-81.579774,1,4.1,18,1
almalibreaca257846801904,Almalibre Açaí Bar, 1040 Biscayne Blvd,33132,25.7846912,-80.1904449,2,4.2,85,1
almazarxxxxx257561803727,Almazar, 1665 SW 107th Ave,33165,25.7561826,-80.3727277,2,4.2,34,1
almondpalmbe267185800381,Almond Palm Beach, 207 Royal Poinciana Way,33480,26.7185706,-80.0381669,355,4.4,45,1
alnoorrestau280366806286,Al-Noor Restaurant & Grocery, 4910 Stack Blvd,32901,28.0366991,-80.6286079,36,4.8,6,1
alocubanwayx256565804042,A LO CUBAN WAY,nan,33186,25.6565041,-80.4043,2,5.0,17,1
alohabeautif285414813776,Aloha Beautiful, 69 E Pine St 2nd Floor,32801,28.5414626,-81.3776202,4,4.6,38,1
alohapokexxx263673801997,Aloha Poke, 9774 Glades Rd,33434,26.3673021,-80.199777,28,4.0,28,1
alohaproduct286056812999,Aloha Productions Luau, 3592 Aloma Ave,32792,28.6056585,-81.299964,142,5.0,8,1
alohatikibar283150815999,Aloha Tiki BAR And Grill, 152527464900010040,34747,28.3150044,-81.5999128,43,4.5,58,1
alohatikibar302036858252,Aloha Tiki Bar & Grill, Panama City Beach Pkwy,32407,30.2036574,-85.8252254,214,4.8,18,1
alohatogostp278580828465,Aloha To Go- St. Pete, 19711 Gulf Blvd,33785,27.8580272,-82.8465109,757,4.7,8,1
alomacafexxx283971814059,Aloma Cafe, 2120 Whisper Lakes Blvd,32837,28.3971314,-81.4059952,4,4.7,16,1
alpastoneurb262446802517,Al Pastone - Urban Italian Cuisine, 1251a N University Dr,33071,26.244601,-80.251797,16,4.2,11,1
alphapizzaxx283499826996,Alpha Pizza, 13229 US-19,34667,28.3499042,-82.6996255,327,2.8,47,1
alrostiperuv291599821763,Al'rosti Peruvian Rotisserie, 3131 SW College Rd Suite 303,34474,29.1599264,-82.1763132,52,4.9,13,1
alsbeachclub303941865915,Al's Beach Club, 1450 Miracle Strip Pkwy SE,32548,30.3941078,-86.5915679,200,4.0,750,1
alscheeseste301582857536,Als Cheese Steaks, 6212 Sunset Dr,32408,30.1582253,-85.7536112,214,5.0,1,1
alscoffeesho257537802583,Al's Coffee Shop, 2121 Ponce de Leon,33134,25.7537303,-80.2583971,86,3.6,65,1
alslandingxx288010817283,Al's Landing, 111 W Ruby St #1,32778,28.8010389,-81.7283373,198,2.7,25,1
alsnewyorkpu280324826854,Al's New York Push Cart, 3665 FL-580,34677,28.0324551,-82.6854381,261,5.0,7,1
alsoriginalp283421814842,Al's Original Pizza, 3152 Vineland Rd,34746,28.3421167,-81.4842996,43,5.0,7,1
alspizzaxxxx303249813971,Al's Pizza, 303 Atlantic Blvd,32233,30.3249217,-81.3971108,288,4.3,88,1
altamontebre286631813924,Altamonte Breakfast Club, 249 FL-436 #1061,32714,28.663123,-81.3924971,88,4.3,28,1
altanourmedi263480800859,Altanour Mediterranean Cuisine, 180 S Federal Hwy,33432,26.3480639,-80.0859194,28,4.5,46,1
altascaferes257805802552,Altas Café Restaurante, 835 NW 37th Ave,33125,25.7805221,-80.2552444,2,4.6,29,1
altitudeburg284085814631,Altitude Burgers, 7007 Sea World Dr,32821,28.4085553,-81.4631198,4,1.6,7,1
altoquejacks301986816185,Altoque Jacksonville, 9825 San Jose Blvd Unit 20,32257,30.19867,-81.6185685,1,4.6,46,1
altoqueperuv258481801840,Al toque peruvian cuisine by Roberto Area, 625 NE 79th St,33138,25.8481903,-80.1840347,2,4.1,18,1
alumnigrillx272968813622,Alumni Grill, 340 E Interlake Blvd,33852,27.2968307,-81.3622516,633,4.5,45,1
alzondelpilo283858816896,Al Zon del Pilon, 2700 US-27,34714,28.3858667,-81.6896474,85,4.7,58,1
amaizexxxxxx259130803096,Amaize, 6700 Main St,33014,25.9130302,-80.30961,137,3.8,168,1
amalavitaxxx273366825396,Ama La Vita, 1551 Main St,34236,27.3366644,-82.5396147,70,4.7,38,1
amaliasbaker261833801206,Amalia's Bakery & Catering, 1950 NE 45th St,33308,26.1833128,-80.1206891,92,4.0,4,1
amaranthineb258654801933,Amaranthine Bistro, 9801 NE 2nd Ave,33138,25.8654142,-80.1933471,317,4.7,78,1
amarettobist284471813946,Amaretto Bistro Latin Cuisine, 8001 S Orange Blossom Trail,32809,28.4471281,-81.3946588,4,4.0,173,1
amariliscafe258087802237,Amarilis Cafe Shop, 3501 NW 17th Ave,33142,25.808716,-80.2237211,2,4.2,228,1
amarillorest257813801307,Amarillo restaurant, 1052 Ocean Dr,33139,25.7813204,-80.1307201,45,3.3,36,1
amarmediterr264614800673,Amar Mediterranean Bistro, 522 E Atlantic Ave,33483,26.4614807,-80.0673964,54,4.8,58,1
amavidacoffe303774863324,Amavida Coffee Roasters - Miramar Beach, 9375 Emerald Coast Pkwy #10,32550,30.377427,-86.332487,367,4.3,47,1
amazingbrowx299265814123,Amazing Brow, 500 Outlet Mall Blvd #115,32084,29.9265088,-81.4123966,253,4.0,67,1
amazingwings260532801372,Amazing Wings, 301 E Dania Beach Blvd,33004,26.0532413,-80.1372197,132,2.0,2,1
amazongrillx265712818709,Amazon Grill, 11609 S Cleveland Ave #30,33907,26.5712996,-81.8709632,30,3.0,28,1
amazoniasoul261687801004,Amazonia Soul, 3209 N Ocean Blvd,33308,26.1687267,-80.1004835,10,4.3,38,1
amazonicaxxx256979801636,Amazonica, 180 Crandon Blvd,33149,25.6979319,-80.1636278,266,4.5,6,1
ambersweetxx258127801226,Ambersweet, 4041 Collins Ave,33140,25.8127277,-80.1226175,45,4.1,26,1
ameenahscate277648826633,"Ameenahs Catering & Events Design,LLC", 2213 6th Ave S,33705,27.7648873,-82.6633693,5,4.8,8,1
ameliaisland306687814588,Amelia Island Tea House, 122 S 8th St,32034,30.6687373,-81.4588609,281,4.2,16,1
ameliasxxxxx257438804154,Amelia's 1931, 13601 SW 26th St,33175,25.7438482,-80.4154844,2,4.5,455,1
ameraucanapi296751823902,Ameraucana Pizzeria, 2410 NW 43rd St,32606,29.6751257,-82.3902203,13,4.1,68,1
americanczec258984801638,American Czech-Slovak Cultural Club, 13325 Arch Creek Rd,33181,25.8984169,-80.163848,66,4.6,8,1
americandrea307100859337,American Dreamers Drive- Thru, 2953 FL-81,32455,30.7100005,-85.9337466,420,4.4,7,1
americangril284789814572,American Grill - Restaurant and Bar, 5780 Major Blvd,32819,28.4789108,-81.45722,4,3.1,8,1
americanpiep259778801403,American Pie Pizzeria, 801 Silks Run,33009,25.9778035,-80.1403506,100,1.9,18,1
americantabl263507800785,13 American Table, 451 E Palmetto Park Rd,33432,26.3507298,-80.0785474,28,4.6,18,1
americasbist260072802738,America's Bistro, 9614 Pines Blvd,33024,26.007271,-80.2738114,11,4.5,94,1
amforamedite264043818089,Amfora Mediterranean Restaurant, 8076 Mediterranean Drive Suite 107,33928,26.4043274,-81.8089086,114,4.7,48,1
